Zebrafish gene name	ZMEL1 - rep1	ZMEL1 - rep2	ZMEL1 - rep3	ZMELR1 - rep1	ZMELR1 - rep2	ZMELR1 - rep3
anapc4	3174	3683	3778	2531	4406	1140
anapc5	1712	1926	1888	1397	1924	434
anapc7	786	1172	1213	919	1603	651
and1	39	41	21	59	82	37
and2	0	7	3	3	11	2
and3	40	56	64	32	61	23
and4	0	0	0	0	0	0
angel1	1960	2135	2044	1870	2578	1471
angel2	1126	1438	1221	965	1550	877
angpt1	1	5	2	5	3	1
angpt2a	54	65	101	20	54	15
angpt2b	378	397	267	172	346	159
angpt4	29	44	30	8	25	21
angptl1	5	10	7	11	13	12
angptl2a	0	0	0	0	0	0
angptl2b	0	1	1	14	20	13
angptl3	5	11	9	3	23	6
angptl4	439	684	328	399	1017	143
angptl5	5	5	7	4	14	7
angptl6	6	3	1	130	158	237
angptl7	0	0	2	0	0	0
ank1	0	1	1	1	9	0
ank2b	1298	1708	677	1886	2720	570
ank3a	51	105	57	60	126	33
ank3b	1063	2178	680	222	380	165
ankar	142	174	225	104	138	106
ankdd1a	70	143	134	74	172	36
ankdd1b	16	33	30	16	36	13
ankef1a	5	6	4	51	54	41
ankef1b	4	20	15	16	23	63
ankfy1	4858	7535	6713	4335	8588	3885
ankha	449	432	614	525	637	432
ankhb	1234	1441	1751	1533	2729	1552
ankhd1	13220	24816	19966	14119	27553	12451
ankib1a	2789	5408	4703	3797	7640	2946
ankib1b	1299	1776	1501	2015	3023	2391
ankk1	0	1	1	0	0	0
ANKLE1	2787	4107	2908	1742	3436	517
ankle2	738	1324	1464	1160	2090	1422
ankmy1	6	2	3	1	4	5
ankmy2a	1218	1037	1587	1395	1612	642
ankmy2b	0	1	0	0	3	0
ankra2	1847	1063	1682	2393	2092	882
ankrd10a	593	716	659	318	561	213
ankrd10b	417	426	538	1251	1636	582
ankrd11	2927	5840	4388	4518	7812	4310
ankrd12	3133	5056	4561	4517	7528	4271
ankrd13a	617	924	658	495	986	462
ankrd13b	10	22	17	24	41	7
ankrd13c	1492	1806	1414	985	1546	651
ANKRD13D	430	461	356	619	922	238
ankrd16	97	118	154	129	190	99
ankrd1a	1	0	4	1	1	0
ankrd1b	3	3	5	8	7	3
ankrd2	0	1	0	6	4	8
ankrd22	1	4	4	3	5	5
ankrd24	78	124	203	79	113	108
ANKRD27	1304	1837	1570	1456	2243	887
ankrd28b	2180	3596	2444	2686	5666	2035
ankrd29	233	140	164	233	249	82
ankrd31	0	0	2	0	1	0
ankrd33aa	0	1	3	1	2	1
ankrd33ab	0	0	0	1	0	0
ankrd33ba	220	474	516	94	182	239
ankrd33bb	1	3	2	0	3	3
ANKRD34A	0	1	1	1	2	0
ankrd34ba	1	2	1	1	0	0
ankrd34bb	7	10	13	8	21	10
ANKRD34C	0	1	0	0	0	0
ankrd37	592	412	1023	460	445	1114
ankrd39	320	323	320	200	265	91
ankrd40	1419	1800	1453	1350	2374	1100
ankrd44	2142	2347	2260	2861	3536	1217
ankrd45	4	4	1	4	4	1
ankrd46a	601	679	799	877	1292	816
ankrd46b	596	741	475	790	1279	384
ankrd49	241	335	306	206	412	103
ankrd52a	389	1762	1747	794	1963	897
ankrd54	1836	2062	1768	1455	2297	789
ankrd55	0	0	0	1	1	0
ANKRD65	50	41	38	5	3	13
ANKRD66	1	4	4	3	2	1
ankrd6a	4	3	3	56	93	21
ankrd6b	277	481	343	373	616	307
ANKRD7	1508	2430	1433	1322	2309	677
ankrd9	1	0	0	0	0	1
anks1aa	424	1072	743	366	898	336
anks1ab	0	1	1	1	3	2
anks1b	2112	3458	2183	2474	4610	2026
ANKS3	860	1087	999	816	1322	875
anks4b	921	1149	845	483	886	258
ankzf1	1666	2272	1569	1011	1925	742
anln	20426	32284	21368	14735	32436	3944
ano1	26	49	25	29	67	46
ano10a	2932	3289	3107	3676	5322	2555
ano10b	1111	1238	1185	1509	2042	967
ano2	0	2	0	3	3	1
ano3	14	17	4	10	23	4
ano5a	272	676	827	518	1180	485
ano5b	1139	1759	1686	1849	3538	1346
ano6	2	12	20	13	11	8
ANO7	2	3	4	2	3	5
ANO8	39	116	112	146	337	101
ano8a	10	12	23	20	21	16
ano9a	71	84	249	18	16	29
anp32a	18345	20820	17226	16159	26008	6741
anp32b	14970	19374	14770	9012	18910	4723
anp32e	29354	42147	25698	21569	44145	11283
anpepa	91	99	112	174	155	93
anpepb	7	11	19	10	15	6
antxr1a	3	5	3	2	5	13
antxr1b	8	10	17	8	24	9
antxr1c	1161	1645	1971	1871	2902	2303
antxr1d	2001	2491	2730	3801	5818	2079
antxr2a	1545	2210	3598	401	816	264
antxr2b	2444	2165	2731	5725	6854	7167
anxa11a	8911	10100	10797	12169	17771	12651
anxa11b	6546	7180	6134	6800	9246	4729
anxa13	15251	12061	13382	17490	18488	7097
anxa13l	1054	1400	859	355	590	57
anxa1a	5	2	4	11	6	3
anxa1b	121	114	158	129	154	72
anxa1c	21	9	16	21	22	8
anxa2a	222	323	91	604	536	40
anxa2b	8	3	1	7	3	3
anxa3a	1	0	0	3	0	2
anxa3b	3593	2940	1999	7179	7102	2015
anxa4	17784	12480	16907	22763	21374	14903
anxa5a	2	9	13	0	4	1
anxa5b	1049	955	1130	3802	4154	1837
anxa6	5	5	9	12	8	4
ANXA9	2	2	2	4	4	1
aoc1	0	2	0	0	0	0
aoc2	17	24	14	16	14	6
aox1	8	5	25	258	227	121
aox3	22	40	23	203	171	20
ap1b1	6316	9210	7864	8222	14924	6654
ap1g1	5057	8013	6332	5614	10153	4713
ap1g2	1814	2126	2125	2074	3587	1493
ap1m1	2032	3267	3188	2129	4207	1741
AP1M1	2611	4877	5176	3032	6667	2664
ap1m2	198	240	155	156	162	110
ap1m3	11	11	22	15	17	7
ap1s1	3770	3735	3424	2339	3560	1347
ap1s2	13587	9065	12230	10884	10199	3888
ap1s3b	31	25	19	6	10	3
ap2a1	9323	14884	11209	9236	18170	7710
ap2b1	13277	19259	14194	18905	32434	11699
ap2m1a	26131	30006	27728	18943	30435	15285
ap2m1b	18042	26980	20659	11225	22863	11413
ap2s1	8254	7695	10471	7950	10079	5081
AP3B1	4285	5496	5843	5566	9362	5835
AP3B2	1266	2702	968	426	1099	279
ap3d1	7229	9840	10771	8430	13904	9090
ap3m1	2323	2532	2185	2244	3188	1129
ap3m2	3556	3849	4351	4197	6961	4253
ap3s2	3013	2173	2597	3229	3183	1564
ap4b1	1213	1394	1390	1166	1649	690
ap4e1	872	1263	1052	864	1462	776
ap4m1	599	586	712	608	860	397
ap4s1	560	427	556	899	887	291
AP5B1	506	555	762	629	777	761
ap5m1	1396	1099	1929	1293	1349	1094
ap5s1	1437	1312	1723	1627	1986	1473
ap5z1	620	748	748	662	1061	569
apaf1	535	699	842	566	829	757
apba1a	142	265	150	183	375	59
apba1b	28	57	14	10	23	2
apba2a	846	1435	803	538	1394	256
apba2b	46	71	66	70	118	62
APBA3	390	413	485	479	655	431
apbb1	2418	4126	3617	3377	6410	2614
apbb1ip	0	2	0	1	0	0
apbb2b	713	1520	1111	1285	2283	1032
APBB3	9	18	12	9	13	3
apc	9183	13940	16210	21998	36272	35875
apc2	955	2255	2713	1226	3286	709
APCDD1	0	8	2	2	0	0
apcdd1l	2727	3075	5523	3966	6065	4922
apeh	1548	1731	2237	1043	1542	1061
apex1	7736	9282	7576	5474	10819	2547
apex2	175	170	179	161	261	63
apg3l	5472	5414	6333	4716	6336	3588
APH1A	473	663	758	613	1029	568
aph1b	3026	3818	3445	2791	5118	2221
api5	12454	15594	13192	9349	16781	5728
apip	0	0	0	0	0	0
apitd1	1361	828	1037	799	886	260
APLF	316	457	510	357	626	221
apln	11	10	28	2	8	17
aplnra	0	2	1	0	1	0
aplnrb	0	4	0	3	2	1
aplp1	10	18	8	6	17	1
aplp2	14123	18582	12779	16451	26252	10599
apmap	2303	3981	2469	2102	4614	1271
apnl	0	0	1	0	1	0
apoa1a	7	8	9	12	17	13
apoa1b	0	1	0	0	1	3
apoa1bp	3608	3842	3568	3629	5466	1606
apoa2	2	3	0	10	18	1
apoa4	2	3	0	2	1	2
apoba	6	9	8	6	7	3
apobb	2	3	5	3	6	5
apobec2a	32	26	48	44	45	69
apobl	124	169	110	50	73	106
apoc1l	0	1	0	17	15	0
apoc2	7	18	0	163	157	1
apod	16	31	72	1	5	1
apoea	5	8	6	8	12	8
apoeb	7	17	6	144	177	10
apof	1400	589	2225	17154	17366	8692
apol1	179	162	225	811	565	811
APOL4	83	54	250	391	297	274
apom	2	4	12	1	4	1
apooa	1757	1425	1267	1182	1640	543
apoob	414	369	399	598	915	259
APOOL	1374	2225	1476	1011	2132	784
apopt1	2502	1537	3336	3658	2951	1634
appa	1609	2975	2578	2903	5504	2875
appb	4416	5466	4580	6985	10524	4015
appbp2	1361	1857	1709	1875	3073	1431
appl1	517	776	777	988	1478	692
appl2	832	1316	1221	1076	2129	692
aprt	4394	3552	4404	3598	4101	2637
aptx	953	784	1165	1082	1211	637
aqp10a	0	1	0	0	0	0
aqp10b	323	402	187	146	170	79
aqp11	1586	1925	1793	1000	1336	596
aqp12	115	147	53	15	36	12
aqp1a.1	0	0	1	0	1	0
aqp1a.2	1	0	0	0	1	0
aqp3a	6	0	14	8	6	8
aqp3b	17	18	44	104	198	6
aqp4	2	1	4	0	0	1
aqp7	41	48	101	60	80	30
aqp8a.1	14	8	9	4	12	8
aqp8a.2	7	11	5	5	6	2
aqp8b	2	0	0	0	0	0
aqp9b	0	0	0	0	1	1
aqr	8293	13056	9684	8001	14881	5351
ar	46	101	64	202	457	128
araf	4188	6048	5802	6150	9975	4187
ARAP2	7	3	2	7	3	3
arap3	7924	13539	11142	7711	13985	5237
arcn1a	6162	7362	6938	5989	9701	4116
arcn1b	3334	3840	3429	3507	5675	2345
AREG	0	0	0	0	0	0
AREL1	2024	2717	2480	2100	3592	1508
arf1	11233	13063	12399	8993	13547	6197
arf1l	16799	22382	16741	13498	26437	9436
arf2	13595	16011	16315	10834	19028	9284
arf3a	2036	1859	1934	988	1512	434
arf3b	104	185	73	65	168	35
arf4a	1511	1958	2016	1558	2877	1022
arf5	14351	16342	15672	9180	14531	7581
arf6a	8849	9032	8328	5200	7840	2800
arf6b	5525	5930	5569	4687	6788	2810
ARFGAP1	2718	2592	3346	1639	2395	1796
arfgap2	5438	9039	8100	4929	10037	6153
arfgap3	14	5	9	9	12	5
arfgef1	2957	4428	3407	3412	5977	3082
arfgef2	5029	8372	7208	4682	8661	4899
arfip1	3783	4292	4918	3590	5191	2951
arfip2a	896	1016	757	996	1545	555
arfip2b	1843	2238	2080	1830	3128	1280
arfrp1	659	1075	932	982	1917	812
arg1	0	4	1	0	2	0
arg2	19336	18634	19617	15221	25688	9379
arglu1a	4187	4812	5219	6119	7914	3250
arglu1b	2870	3292	3377	2809	4078	1879
arhgap1	3216	3726	4365	3861	5890	2815
arhgap10	1275	1606	1709	1556	2880	1230
arhgap11a	4005	5520	3599	2482	5395	733
arhgap12a	56	52	203	90	122	177
arhgap12b	1206	1493	1065	2403	3380	1089
arhgap15	8	7	14	3	9	5
arhgap17a	297	578	461	453	866	406
arhgap17b	25	37	29	36	60	33
ARHGAP18	91	176	93	63	122	26
arhgap19	485	777	438	296	614	54
arhgap20	41	47	51	41	72	33
arhgap20b	1	3	2	7	7	0
arhgap21a	36	121	101	83	172	88
arhgap21b	1152	2100	1670	3027	5092	2546
arhgap22	260	334	327	333	769	163
arhgap23a	1896	3396	3047	3011	4757	2674
arhgap23b	640	1051	474	367	736	75
arhgap24	470	796	649	614	1141	858
arhgap25	8	13	19	8	15	29
arhgap27	87	109	76	84	111	106
arhgap27l	132	148	148	166	265	99
arhgap28	20	17	30	23	28	25
arhgap29a	200	346	157	166	245	34
arhgap29b	540	873	863	753	1177	601
arhgap30	1	2	0	7	2	6
arhgap31	1372	2960	3072	2608	4564	2644
ARHGAP32	3442	6623	5892	5801	10162	4392
arhgap33	1187	2082	1092	1318	2636	451
arhgap35	1224	2294	1768	1688	3344	1381
arhgap35a	1726	2775	1843	1916	3367	1589
arhgap39	1350	3378	2411	1935	4329	1507
ARHGAP40	24	25	22	13	18	6
ARHGAP42	1220	2375	1402	845	1837	505
arhgap42a	2068	2468	3071	2840	4386	3502
arhgap44	52	133	74	75	153	81
arhgap4a	3	3	3	6	8	8
arhgap4b	4158	5739	4886	5552	9597	1768
arhgap5	1733	3482	2829	2222	4643	1681
ARHGAP6	6	3	5	3	3	1
arhgdia	23888	30810	26162	13547	21953	11623
arhgdig	275	185	657	256	284	200
arhgef10	3868	7454	3850	4136	7493	2590
arhgef10lb	2290	3034	3309	1138	1654	1369
arhgef11	599	1363	1186	1103	2132	927
arhgef12b	3670	5046	4281	7522	12382	4210
arhgef15	0	0	1	0	1	2
arhgef16	4	9	19	8	7	0
arhgef18a	71	150	47	408	476	41
arhgef18b	727	1032	1027	1051	1801	558
arhgef19	5668	8500	3535	4755	7449	369
arhgef1a	2635	3286	5567	3703	5671	7314
arhgef1b	6561	10266	5179	9198	18897	5948
arhgef2	1830	4138	3120	2656	5351	2711
arhgef25b	1	1	1	1	2	3
arhgef28	82	126	59	62	88	40
arhgef3	206	275	273	239	448	257
ARHGEF33	5040	4664	5769	12544	16296	7494
ARHGEF38	10	14	20	33	53	12
arhgef39	706	1061	506	297	686	65
arhgef3l	159	203	140	183	186	138
arhgef4	2512	1889	1560	5047	6981	2860
ARHGEF40	105	251	153	146	233	103
ARHGEF5	121	211	301	104	177	196
arhgef6	2398	3606	3502	3844	5892	1802
arhgef7a	545	712	600	499	879	354
arhgef7b	1255	1522	1248	1561	2585	851
arhgef9a	77	66	136	212	417	101
arhgef9b	1	4	4	2	5	1
arid1aa	4874	7843	6259	5442	9681	4849
arid1ab	4209	9461	6958	6301	13540	5280
arid1b	1405	2140	1859	1609	2825	1563
arid2	2014	3384	2268	1932	3642	1498
ARID3A	20	55	57	33	59	31
arid3b	272	386	277	255	373	160
ARID3C	2	5	10	6	6	2
arid4a	5397	8094	6555	6409	11452	5803
arid5a	4	8	16	1	9	0
arid5b	0	4	1	0	2	1
ARID5B	881	1495	1141	981	1734	824
arih1	1804	2572	2823	2536	4313	2145
arih1l	707	943	1112	817	1552	676
arih2	4384	5699	4750	3851	6828	2904
arl1	2272	2416	2702	2129	2933	1772
arl10	245	321	439	319	483	393
arl11	0	0	0	0	0	0
arl11l	0	0	0	0	0	0
arl13a	10	16	20	18	48	23
arl13b	697	627	1023	961	1032	478
arl14	7	15	6	5	7	1
arl14ep	1992	1709	1796	1572	1986	524
arl15a	0	0	0	1	0	4
arl15b	1028	1097	913	1285	1918	803
arl16	5164	3558	6051	6007	5103	2858
arl2	3866	2533	3129	3595	3279	836
arl2bp	1219	867	1453	1192	1190	456
arl3	3155	2250	3749	3448	3126	1870
arl3l1	0	0	1	1	0	0
arl3l2	0	1	2	2	0	2
arl4aa	236	169	359	90	123	29
arl4ab	1622	1638	1526	1072	1743	2201
arl4ca	112	86	128	332	393	536
arl4cb	200	134	218	353	269	94
arl4d	511	300	228	6301	6273	1303
arl5a	979	795	1183	937	1139	517
arl5c	181	142	181	192	174	152
arl6	1187	838	1129	1419	1418	565
arl6ip1	5679	6818	8405	6570	11626	5398
arl6ip4	551	318	578	620	571	182
arl6ip5a	1051	575	1299	1751	1342	888
arl6ip5b	6483	4478	5430	7617	8394	3427
arl6ip6	1804	2654	2207	1203	2325	677
arl8	223	338	380	251	462	221
arl8a	5121	5123	6284	5832	7996	4946
arl8ba	1847	2118	2263	2155	3244	1674
arl8bb	169	346	345	155	361	490
arl9	1166	1459	1441	1036	1672	748
armc1	1730	2220	2853	2138	3641	2035
armc1l	6161	5476	6405	3235	4565	684
armc2	2	5	2	12	6	5
armc4	3	5	11	15	35	13
armc5	475	674	622	621	941	447
ARMC6	879	1787	1668	1236	2530	1200
armc7	327	311	356	263	333	130
armc8	519	592	569	620	1085	432
armc9	356	406	373	421	574	386
ARMCX3	609	792	762	461	811	315
arnt	375	871	860	943	1820	856
arnt2	2086	2824	2331	2552	4634	2237
arntl1a	1139	1304	1130	1106	1764	879
arntl1b	977	1962	1635	1204	2347	1024
arntl2	792	1353	1583	848	1859	1149
arpc1a	18418	22852	17305	13521	24362	9743
arpc1b	11024	13501	8937	5120	8040	3422
arpc2	12477	13033	12983	8901	12335	5622
arpc3	14062	9337	15604	14399	13798	5371
arpc4	8319	6532	9199	6416	7106	2987
arpc4l	5779	3906	5491	4713	4672	2115
arpc5a	124422	120206	156322	119236	151828	63825
arpc5b	1924	2232	1775	2161	2953	914
arpc5la	1598	1784	1321	730	1379	393
arpc5lb	1255	1236	1165	1076	1570	778
arpp19a	13653	16705	16964	15766	26968	10089
arpp19b	5295	6027	4042	3799	6214	1774
arpp21	163	219	212	130	241	241
arr3a	0	3	3	1	2	1
arrb1	10	25	5	7	17	7
arrb2a	446	583	480	467	715	264
arrb2b	7449	8697	10186	9090	14628	4544
arrdc1a	0	0	0	1	0	0
arrdc1b	61	66	132	141	158	163
arrdc2	211	163	307	991	960	532
arrdc3a	4429	5873	4725	2286	3354	2382
arrdc3b	13802	16325	14552	16014	21637	13223
arsa	268	401	552	436	650	478
ARSB	489	650	529	388	610	305
arsg	9	10	22	6	9	5
arsh	283	651	448	337	677	211
ARSJ	9	25	7	2	10	1
arsk	1786	1227	1800	1706	1864	725
art4	0	0	4	1	2	4
artna	0	3	0	0	0	0
artnb	0	0	2	1	2	2
arv1	832	628	792	857	986	409
arvcfa	4	7	6	3	5	1
arvcfb	872	1160	1137	826	1471	496
arxa	46	80	71	96	123	46
as3mt	427	421	378	537	738	168
asah1a	2275	1402	3604	2421	1971	1679
asah1b	3939	3098	4961	5546	5611	4446
asah2	71	79	104	59	57	94
asap1a	965	2389	2278	1247	2718	1207
asap1b	965	1646	880	1135	2269	416
asap2a	1363	2718	1860	1723	3512	732
asap2b	362	472	632	383	795	294
asap3	7	15	36	20	14	29
asb1	152	166	203	198	273	165
asb10	1	0	2	1	2	2
asb11	14	17	14	13	12	7
asb12a	1117	977	1371	1302	1697	940
asb12b	0	0	0	1	0	0
asb13a.1	45	51	63	87	113	36
asb13a.2	31	22	55	56	66	48
asb13b	271	305	364	339	542	269
asb14	3	1	4	3	4	3
asb15a	36	21	76	21	17	13
asb15b	0	0	2	2	1	1
asb16	3	2	2	0	2	0
asb18	1	5	0	1	2	5
asb2a.1	0	1	1	1	0	0
asb2b	27	37	27	77	75	44
asb3	625	754	599	516	820	334
asb4	5	4	6	5	6	2
asb5b	759	611	792	733	926	305
asb6	1357	1802	1520	1301	2290	702
asb7	784	766	810	877	1181	611
asb8	2219	2440	1912	2357	3511	1298
ascc1	743	835	792	569	853	354
ASCC1	172	228	204	156	218	80
ascc2	2439	3325	3000	2834	4838	2060
ASCC3	1188	2184	1275	1491	3096	1232
ascl1a	1	1	0	0	5	0
ascl1b	3532	3290	11995	2714	2377	2953
ASCL4	0	0	0	0	0	0
asf1ba	1609	1792	1604	755	1539	264
asf1bb	1898	2368	1675	1203	2559	648
ash1l	7886	15990	14765	15749	28944	12499
ash2l	4413	5946	4081	4285	7755	2688
asic1a	28	31	26	91	75	18
asic1b	11	31	12	12	22	7
asic1c	9	8	5	2	2	0
asic2	44	45	65	28	52	18
asic4a	33	50	12	12	10	2
asic4b	1	2	10	16	28	47
asip	19	24	36	59	86	36
asl	2776	2174	2768	2275	2382	933
asmt	15	24	24	13	21	32
asmtl	1209	961	1342	962	1190	450
asna1	9317	11003	10222	8907	14671	6146
asns	33655	50297	41156	21283	48647	8388
asnsd1	2329	2548	2550	2479	3876	1475
aspa	7	18	34	59	51	80
aspdh	1	1	1	0	1	1
aspg	4916	6691	5212	2286	4841	871
asph	5154	7463	6789	3304	6422	1350
ASPH	2527	2526	2507	2799	3678	1440
asphd1	2	1	5	8	10	2
asphd2	394	451	468	391	519	292
aspm	8418	15991	10795	8142	19227	1750
aspn	1	2	3	1	1	0
aspscr1	1783	2286	1698	1392	2309	953
asrgl1	621	669	643	803	1239	496
ass1	691	962	954	823	1220	606
aste1	2627	4063	18393	3012	3266	9591
astn1	244	169	281	150	208	66
ASTN2	1	0	0	0	0	0
asun	1088	1497	1258	875	1529	593
asxl1	3667	5831	5266	4315	7204	3955
asxl2	515	1334	1373	1118	2201	943
asz1	0	0	0	0	1	0
atad1a	971	1277	1175	1086	1819	578
atad1b	1663	1934	2725	1696	2310	970
ATAD2	7248	10644	6041	4644	10360	1058
atad2b	2746	4822	4009	2689	5165	2891
atad3b	3495	5425	4039	2219	5048	2050
atad5a	2069	3220	2109	1339	2925	456
atad5b	331	532	512	237	606	99
atat1	207	408	494	359	601	436
atcaya	0	2	1	0	1	1
atcayb	0	3	4	2	4	2
ate1	1018	1361	1565	1169	2600	1070
atf1	5270	5205	5524	4800	6455	2784
atf2	43	174	141	71	188	130
atf3	1673	2972	1653	1079	2792	4535
atf4b1	44465	52179	49580	33794	58497	23448
atf4b2	30062	38397	32118	28470	47988	23773
atf5a	2518	3747	4409	3366	6607	5331
atf5b	4911	6427	4293	5319	10472	3481
atf6	8307	12634	9653	8179	15867	7047
ATF6B	4707	6212	5319	4243	7143	3021
atf7a	900	1523	1422	1130	2126	1065
atf7b	1770	1971	1809	2388	3623	1598
atf7ip	4692	5874	7762	4259	6549	2247
atf7ip2	895	891	863	824	1235	377
atg10	345	207	318	366	384	164
atg12	1412	690	1018	1535	1116	706
atg13	1803	2010	2116	2334	3333	1860
ATG14	2130	1817	2668	2326	2855	1583
atg16l1	2753	3919	3852	2584	4756	2323
atg16l2	6	30	28	26	37	38
ATG2A	12	39	57	34	75	54
ATG2B	71	269	307	199	491	268
atg4a	430	564	947	573	922	780
atg4b	1709	1143	1938	1742	1941	1274
atg4c	1909	1601	2621	1997	1998	1084
atg4da	840	943	1155	900	1388	646
atg4db	47	105	137	94	172	94
atg5	1592	1902	1582	2116	3176	1383
ATG7	613	787	904	835	1275	835
atg9a	1484	1872	3247	1933	2418	1975
atg9b	797	1071	1496	1600	2425	2086
athl1	446	470	377	200	305	240
atic	11684	15608	10041	6818	12441	4631
atl1	241	260	192	560	971	132
atl2	2874	3861	3752	3019	5508	2768
atl3	16813	14275	19039	25598	33980	16602
atm	2901	4897	4309	3034	5878	2461
atmin	269	423	466	370	714	273
atn1	15	30	19	18	40	7
atoh1a	0	0	0	0	0	0
atoh1b	0	0	0	0	0	0
atoh1c	0	0	0	0	0	0
atoh7	29	12	39	24	41	11
atoh8	518	420	322	681	667	111
atox1	6408	2405	6952	9258	5357	3992
atp10a	302	752	588	610	1310	792
ATP10B	1	3	3	0	1	3
atp10d	1923	2409	2695	2202	3356	1883
atp11a	2519	3974	4402	4565	7777	4599
atp11b	2050	2983	4001	2015	3380	2578
atp11c	301	645	437	218	570	147
atp13a	5239	7950	6464	3609	7006	3133
atp13a2	1489	2116	1946	1106	1943	941
ATP13A3	114	232	212	152	302	306
atp1a1a.1	25868	38423	18653	28065	50640	16896
atp1a1a.2	0	5	3	5	0	4
atp1a1a.3	27	45	17	34	62	31
atp1a1a.4	5	2	1	1	5	3
atp1a1a.5	7	11	7	8	8	4
atp1a1b	58	41	36	218	305	145
atp1a2a	29	31	31	49	54	13
atp1a3a	487	1184	157	169	628	19
atp1a3b	3374	4134	3521	605	866	205
atp1b1a	42480	56565	50304	34123	66546	26915
atp1b1b	0	0	0	0	2	1
atp1b2a	9545	16416	8610	4431	10579	2861
atp1b2b	80	44	9	4	5	4
atp1b3a	2219	2527	1388	1829	3169	430
atp1b3b	5915	6467	4899	5198	9690	4228
atp1b4	12	8	20	26	20	18
atp2a1	12	15	20	7	9	10
atp2a1l	829	1067	384	0	9	3
atp2a2a	659	1087	614	374	641	297
atp2a2b	10110	17371	14949	7158	16658	7535
atp2a3	81	87	82	124	184	44
atp2b1a	1563	2332	1825	1227	2570	808
atp2b1b	40	64	63	81	133	58
atp2b2	3	6	7	5	7	4
atp2b3a	20	33	23	25	39	28
atp2b3b	106	195	250	142	239	170
atp2b4	6054	9204	7792	9438	16005	5418
atp2c1	1322	2114	2408	1598	2880	1881
atp5a1	102828	126969	99135	75362	135308	45152
ATP5B	60771	78538	53132	38549	73013	24116
atp5c1	24039	20884	19438	14703	19807	6747
atp5d	7662	9403	6032	4653	9136	3053
atp5e	11079	6749	10002	9254	8649	4705
atp5f1	22599	26931	16756	13730	24513	7323
atp5g1	16396	17205	13875	10334	16230	4031
atp5g3a	7748	9187	6577	4192	7552	3214
atp5g3b	59822	40705	47465	31831	32970	17066
atp5h	71115	49992	61980	43959	45466	17044
atp5ia	4516	2341	4916	5267	4256	2168
atp5ib	7526	7287	5789	6570	9488	3192
atp5j	12662	9684	9178	8331	9770	3274
ATP5J2	318	306	367	317	449	199
atp5l	17483	16944	13413	12488	18611	6315
atp5o	16807	16685	15056	10050	15368	6013
atp5s	539	499	360	733	985	288
ATP5SL	571	390	636	470	463	204
atp6ap1a	3420	5488	2754	2468	5196	1099
atp6ap1b	9825	10664	13864	7101	11242	10132
atp6ap2	12749	10098	15197	13825	15441	9763
atp6v0a1a	2307	3195	2656	2953	4819	2219
atp6v0a1b	3	4	7	9	13	10
atp6v0a2a	124	164	106	144	285	29
atp6v0a2b	1775	2027	2075	1881	3075	1596
atp6v0b	10147	11188	16580	10401	16189	10378
atp6v0ca	12890	15319	15911	12276	21249	13448
atp6v0cb	6621	7617	5528	5171	8384	3205
atp6v0d1	3854	3949	4919	4798	6777	4606
atp6v1aa	8930	9893	10497	7003	11881	7484
atp6v1ab	9422	10046	17795	6969	11547	11843
atp6v1b2	951	927	834	999	1497	707
atp6v1ba	11996	14327	14204	10962	18030	12544
atp6v1c1a	6568	4869	8519	6348	6357	4268
atp6v1c1b	6863	4452	7700	6718	6994	3764
ATP6V1C2	21	11	31	15	19	8
atp6v1d	9956	8375	13448	8418	10698	8557
atp6v1e1a	150	135	142	143	224	70
atp6v1e1b	13155	8513	15648	9284	8678	7441
atp6v1f	2833	1754	3096	2309	2009	1706
atp6v1g1	11175	9584	14221	10342	14112	12787
atp6v1h	8704	7160	8605	8301	10694	6011
atp7a	5126	7508	8799	6985	12458	9076
atp8a1	44	87	76	45	90	24
atp8a2	938	1770	914	481	1050	238
atp8b1	0	8	8	4	6	3
atp8b2	3	4	4	1	9	1
atp8b3	4	9	15	19	10	11
ATP8B4	59	78	67	39	99	15
atp8b5a	811	1454	879	299	566	722
atp8b5b	15	28	18	10	12	7
ATP9A	161	356	258	211	491	152
atp9b	5869	7724	7432	16858	27845	15951
atpaf1	3266	2648	3687	2680	3438	1522
atpaf2	2043	1979	2060	1475	1839	850
atpif1a	11304	12705	11518	7912	13793	5443
atpif1b	11007	8695	9710	9064	10481	6145
atpv0e1	3444	3408	4679	2134	3305	2835
atpv0e2	1167	557	787	1230	867	375
atr	23454	28096	32566	8485	20023	1308
atraid	1857	1101	2027	1852	1391	834
atrip	2030	2065	2431	1813	2620	1189
atrn	6646	11056	8226	8647	16770	4684
atrnl1a	98	127	104	148	210	68
atrnl1b	773	1263	889	890	1493	629
atrx	16747	28390	23404	15774	33933	10105
atxn10	808	963	862	551	917	265
atxn1a	250	552	445	246	570	184
atxn1b	161	170	230	248	521	117
ATXN1L	63	381	365	203	501	319
atxn2	2088	3128	2471	2734	5185	2270
atxn2l	2553	4378	3572	2304	4773	2342
ATXN3	664	724	784	587	857	607
ATXN7	413	615	498	618	988	499
ATXN7L1	110	225	236	164	258	101
atxn7l2a	297	337	287	209	349	212
atxn7l2b	382	519	395	336	567	310
atxn7l3	1150	1483	1087	1276	2241	796
auh	1974	2152	1873	1770	2458	757
aup1	3085	3585	3427	2993	4602	2519
aurka	1904	2214	1628	1159	2241	249
aurkaip1	6845	7302	6933	3669	5997	2277
